rowid,pl_hostname,pl_letter,pl_discmethod,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_kepflag,pl_k2flag,kepler,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,rowupdate,pl_eqt,pl_disc,pl_instrument,solarsystemflag
1864,Kepler-255,b,Transit,5.714606,0.063,,,,,0.138,,1,0,1,,15.596,Kepler-band,5573,0.97,0.93,41773,,2014,Kepler CCD Array,0
1175,Kepler-132,d,Transit,18.010199,0.136,,,,,0.138,,1,0,1,,11.818,Kepler-band,6003,,1.18,41773,,2014,Kepler CCD Array,0
2168,Kepler-364,b,Transit,25.745718,0.178,,,,,0.138,,1,0,1,,13.66,Kepler-band,6108,1.2,1.28,41773,,2014,Kepler CCD Array,0
2097,Kepler-337,b,Transit,3.292781,0.045,,,,,0.137,,1,0,1,,12.727,Kepler-band,5684,0.96,1.76,41773,,2014,Kepler CCD Array,0
1540,Kepler-160,b,Transit,4.309427,0.05,,,,,0.137,,1,0,1,,14.619,Kepler-band,5857,,0.88,41773,,2014,Kepler CCD Array,0
1917,Kepler-274,b,Transit,11.634788,0.101,,,,,0.137,,1,0,1,,15.035,Kepler-band,6023,,1.01,41773,,2014,Kepler CCD Array,0
2608,Kepler-65,d,Transit,8.13123,0.084,,,,,0.136,,1,0,1,,11.018,Kepler-band,6211,1.25,1.41,41773,,2012,Kepler CCD Array,0
1981,Kepler-296,e,Transit,34.14211,0.169,0.33,,,,0.136,,1,0,1,226,15.921,Kepler-band,3740,0.5,0.48,42250,,2014,Kepler CCD Array,0
1019,Kepler-120,c,Transit,12.794585,0.088,,,,,0.136,,1,0,1,,14.735,Kepler-band,4096,,0.53,41773,,2014,Kepler CCD Array,0
2460,Kepler-54,d,Transit,20.995694,0.126,,,,,0.136,,1,0,1,,15.847,Kepler-band,4252,0.51,0.55,41773,,2014,Kepler CCD Array,0
2011,Kepler-306,b,Transit,4.646186,0.05,,,,,0.136,,1,0,1,,15.565,Kepler-band,4954,0.82,0.72,41773,,2014,Kepler CCD Array,0
2064,Kepler-326,b,Transit,2.248329,0.032,,,,,0.136,,1,0,1,,13.693,Kepler-band,5105,0.98,0.8,41773,,2014,Kepler CCD Array,0
1370,Kepler-147,b,Transit,12.610584,0.113,,,,,0.136,,1,0,1,,13.954,Kepler-band,6012,1.01,1.47,41773,,2014,Kepler CCD Array,0
1783,Kepler-228,b,Transit,2.566546,0.038,,,,,0.136,,1,0,1,,15.714,Kepler-band,6043,,1.01,41773,,2014,Kepler CCD Array,0
2127,Kepler-348,b,Transit,7.05677,0.076,,,,,0.136,,1,0,1,,12.556,Kepler-band,6177,1.15,1.36,41773,,2014,Kepler CCD Array,0
1097,Kepler-126,b,Transit,10.495711,0.099,,,,,0.136,,1,0,1,,10.5,Kepler-band,6239,,1.36,41773,,2014,Kepler CCD Array,0
693,K2-3,d,Transit,44.5705,0.2086,0.045,89.79,0.03492,Mass,0.136,17.5,0,1,1,42,12.17,V (Johnson),,0.61,0.55,42292,,2015,Kepler CCD Array,0
1844,Kepler-249,c,Transit,7.113702,0.058,,,,,0.135,,1,0,1,,15.234,Kepler-band,3568,,0.48,41773,,2014,Kepler CCD Array,0
1716,Kepler-205,b,Transit,2.75564,0.032,,,,,0.135,,1,0,1,,13.506,Kepler-band,4321,,0.55,41773,,2014,Kepler CCD Array,0
2225,Kepler-389,b,Transit,3.244107,0.041,,,,,0.135,,1,0,1,,15.77,Kepler-band,5376,0.78,0.79,41773,,2014,Kepler CCD Array,0
1684,Kepler-194,b,Transit,2.092281,0.032,,,,,0.135,,1,0,1,,14.915,Kepler-band,6089,,1.02,41773,,2014,Kepler CCD Array,0
2049,Kepler-32,e,Transit,2.896,0.033,,,,,0.134,,1,0,1,303,16.452,V (Johnson),3900,0.58,0.53,42453,,2012,Kepler CCD Array,0
1837,Kepler-246,c,Transit,11.187161,0.095,,,,,0.134,,1,0,1,,15.024,Kepler-band,5206,0.86,0.83,41773,,2014,Kepler CCD Array,0
1915,Kepler-273,b,Transit,2.936532,0.037,,,,,0.134,,1,0,1,,14.968,Kepler-band,5626,,0.81,41773,,2014,Kepler CCD Array,0
1648,Kepler-180,b,Transit,13.817124,0.109,,,,,0.134,,1,0,1,,14.35,Kepler-band,5731,0.84,1.06,41773,,2014,Kepler CCD Array,0
1722,Kepler-207,c,Transit,3.071571,0.044,,,,,0.134,,1,0,1,,13.182,Kepler-band,5920,,1.59,41773,,2014,Kepler CCD Array,0
2157,Kepler-36,b,Transit,13.83989,0.1153,0.039,90.01,0.014,Mass,0.133,7.46,1,0,1,470,11.866,Kepler-band,5911,1.07,1.63,41773,978,2012,Kepler CCD Array,0
1630,Kepler-174,c,Transit,44.000529,0.214,,,,,0.133,,1,0,1,,14.287,Kepler-band,4880,,0.62,41773,,2014,Kepler CCD Array,0
2253,Kepler-400,c,Transit,17.340824,0.134,,,,,0.133,,1,0,1,,13.642,Kepler-band,5886,,1.15,41773,,2014,Kepler CCD Array,0
749,Kepler-10,b,Transit,0.837491,0.0172,,85.1,0.0145,Mass,0.132,8,1,0,1,173,10.94,V (Johnson),5627,0.91,1.06,42292,2130,2011,Kepler CCD Array,0
2958,Kepler-93,b,Transit,4.72673978,0.053,0,89.183,0.01265,Mass,0.132,6.88,1,0,1,,9.931,Kepler-band,5669,0.91,0.92,42110,1037,2014,Kepler CCD Array,0
1750,Kepler-218,b,Transit,3.619337,0.046,,,,,0.132,,1,0,1,,13.967,Kepler-band,5502,,1.06,41773,,2014,Kepler CCD Array,0
1058,Kepler-123,c,Transit,26.695074,0.181,,,,,0.132,,1,0,1,,14.061,Kepler-band,6089,1.03,1.26,41773,,2014,Kepler CCD Array,0
1727,Kepler-208,e,Transit,16.259458,0.132,,,,,0.132,,1,0,1,,13.749,Kepler-band,6092,1.03,1.31,41773,,2014,Kepler CCD Array,0
1239,Kepler-137,b,Transit,8.436387,0.077,,,,,0.131,,1,0,1,,12.99,Kepler-band,5187,,0.8,41773,,2014,Kepler CCD Array,0
1967,Kepler-292,c,Transit,3.715335,0.045,,,,,0.131,,1,0,1,,15.956,Kepler-band,5299,0.88,0.83,41773,,2014,Kepler CCD Array,0
1675,Kepler-190,c,Transit,3.763024,0.045,,,,,0.13,,1,0,1,,14.137,Kepler-band,5106,0.84,0.8,41773,,2014,Kepler CCD Array,0
2226,Kepler-389,c,Transit,14.51143,0.11,,,,,0.13,,1,0,1,,15.77,Kepler-band,5376,0.78,0.79,41773,,2014,Kepler CCD Array,0
2260,Kepler-402,e,Transit,11.242861,0.102,,,,,0.13,,1,0,1,,13.268,Kepler-band,6090,,1.26,41773,,2014,Kepler CCD Array,0
2145,Kepler-355,b,Transit,11.03189,0.102,,,,,0.13,,1,0,1,,15.087,Kepler-band,6184,1.05,1.07,41773,,2014,Kepler CCD Array,0
2172,Kepler-366,b,Transit,3.281959,0.045,,,,,0.13,,1,0,1,,14.842,Kepler-band,6209,1.05,1.05,41773,,2014,Kepler CCD Array,0
1610,Kepler-168,b,Transit,4.425391,0.056,,,,,0.13,,1,0,1,,14.606,Kepler-band,6282,,1.11,41773,,2014,Kepler CCD Array,0
1934,Kepler-280,b,Transit,2.139542,0.032,,,,,0.129,,1,0,1,,14.466,Kepler-band,5744,0.91,0.89,41773,,2014,Kepler CCD Array,0
2164,Kepler-362,c,Transit,37.866281,0.207,,,,,0.129,,1,0,1,,14.5,Kepler-band,5788,0.77,0.72,41773,,2014,Kepler CCD Array,0
2196,Kepler-375,b,Transit,12.125934,0.101,,,,,0.129,,1,0,1,,15.699,Kepler-band,5826,0.89,0.84,41773,,2014,Kepler CCD Array,0
2161,Kepler-361,b,Transit,8.486616,0.086,,,,,0.129,,1,0,1,,13.573,Kepler-band,6169,1.07,1.34,41773,,2014,Kepler CCD Array,0
1634,Kepler-176,b,Transit,5.433074,0.058,,,,,0.128,,1,0,1,,14.55,Kepler-band,5232,,0.89,41773,,2014,Kepler CCD Array,0
1912,Kepler-272,b,Transit,2.971353,0.038,,,,,0.128,,1,0,1,,14.678,Kepler-band,5297,0.79,0.93,41773,,2014,Kepler CCD Array,0
2248,Kepler-399,c,Transit,26.67569,0.155,,,,,0.128,,1,0,1,,14.467,Kepler-band,5502,,0.68,41773,,2014,Kepler CCD Array,0
1713,Kepler-203,d,Transit,11.32972,0.1,,,,,0.128,,1,0,1,,13.989,Kepler-band,5821,0.98,1.11,41773,,2014,Kepler CCD Array,0
2090,Kepler-334,c,Transit,12.758005,0.107,,,,,0.128,,1,0,1,,12.776,Kepler-band,5828,1,1.07,41773,,2014,Kepler CCD Array,0
2028,Kepler-311,c,Transit,19.738286,0.145,,,,,0.128,,1,0,1,,13.797,Kepler-band,5905,1.06,1.19,41773,,2014,Kepler CCD Array,0
2057,Kepler-323,b,Transit,1.678327,0.028,,,,,0.128,,1,0,1,,12.722,Kepler-band,5987,1.09,1.18,41773,,2014,Kepler CCD Array,0
2606,Kepler-65,b,Transit,2.15491,0.035,,,,,0.127,,1,0,1,,11.018,Kepler-band,6211,1.25,1.41,41773,,2012,Kepler CCD Array,0
2103,Kepler-339,b,Transit,4.977656,0.055,,,,,0.127,,1,0,1,,14.531,Kepler-band,5631,0.84,0.8,41773,,2014,Kepler CCD Array,0
2573,Kepler-62,f,Transit,267.291,0.718,,89.9,0.11,Mass,0.126,,1,0,1,368,13.725,Kepler-band,4925,0.69,0.64,41773,208,2013,Kepler CCD Array,0
2179,Kepler-369,c,Transit,14.871572,0.094,,,,,0.126,,1,0,1,,15.673,Kepler-band,3591,0.54,0.47,41773,,2014,Kepler CCD Array,0
1808,Kepler-237,b,Transit,4.715106,0.05,,,,,0.126,,1,0,1,,15.289,Kepler-band,4861,0.7,0.72,41773,,2014,Kepler CCD Array,0
1296,Kepler-141,c,Transit,7.010606,0.067,,,,,0.126,,1,0,1,,13.448,Kepler-band,4910,1,0.79,41773,,2014,Kepler CCD Array,0
2091,Kepler-334,d,Transit,25.09849,0.168,,,,,0.126,,1,0,1,,12.776,Kepler-band,5828,1,1.07,41773,,2014,Kepler CCD Array,0
1588,Kepler-164,b,Transit,5.03503,0.058,,,,,0.126,,1,0,1,,14.282,Kepler-band,5888,1.11,1.15,41773,,2014,Kepler CCD Array,0
1666,Kepler-187,b,Transit,4.938864,0.059,,,,,0.126,,1,0,1,,14.173,Kepler-band,6105,0.85,1.29,41773,,2014,Kepler CCD Array,0
1663,Kepler-186,d,Transit,13.342996,0.0781,,,,,0.125,,1,0,1,172,14.625,Kepler-band,3755,0.54,0.52,41773,,2014,Kepler CCD Array,0
2072,Kepler-329,b,Transit,7.416397,0.061,,,,,0.125,,1,0,1,,15.434,Kepler-band,4257,0.53,0.52,41773,,2014,Kepler CCD Array,0
2065,Kepler-326,c,Transit,4.580358,0.051,,,,,0.125,,1,0,1,,13.693,Kepler-band,5105,0.98,0.8,41773,,2014,Kepler CCD Array,0
1110,Kepler-127,b,Transit,14.435889,0.125,,,,,0.125,,1,0,1,,11.485,Kepler-band,6106,,1.36,41773,,2014,Kepler CCD Array,0
1772,Kepler-224,b,Transit,3.132924,0.038,,,,,0.124,,1,0,1,,15.644,Kepler-band,5018,0.74,0.68,41773,,2014,Kepler CCD Array,0
2219,Kepler-386,b,Transit,12.31043,0.096,,,,,0.124,,1,0,1,,15.629,Kepler-band,5178,0.74,0.77,41773,,2014,Kepler CCD Array,0
2200,Kepler-377,b,Transit,12.509529,0.109,,,,,0.124,,1,0,1,,13.86,Kepler-band,5949,0.88,1.22,41773,,2014,Kepler CCD Array,0
1725,Kepler-208,c,Transit,7.466623,0.079,,,,,0.124,,1,0,1,,13.749,Kepler-band,6092,1.03,1.31,41773,,2014,Kepler CCD Array,0
2141,Kepler-353,c,Transit,8.410894,0.065,,,,,0.123,,1,0,1,,15.773,Kepler-band,3903,0.54,0.5,41773,,2014,Kepler CCD Array,0
2849,Kepler-84,d,Transit,4.224537,0.052,,,,,0.123,,1,0,1,,14.764,Kepler-band,6031,1,1.17,41773,,2014,Kepler CCD Array,0
2259,Kepler-402,d,Transit,8.921099,0.087,,,,,0.123,,1,0,1,,13.268,Kepler-band,6090,,1.26,41773,,2014,Kepler CCD Array,0
1821,Kepler-240,b,Transit,4.144495,0.048,,,,,0.122,,1,0,1,,15.66,Kepler-band,4985,,0.74,41773,,2014,Kepler CCD Array,0
1949,Kepler-286,c,Transit,3.468095,0.042,,,,,0.122,,1,0,1,,15.587,Kepler-band,5580,,0.86,41773,,2014,Kepler CCD Array,0
2052,Kepler-320,c,Transit,17.934937,0.142,,,,,0.122,,1,0,1,,13.474,Kepler-band,6435,,1.11,41773,,2014,Kepler CCD Array,0
1977,Kepler-295,d,Transit,33.884054,0.192,,,,,0.121,,1,0,1,,14.447,Kepler-band,5603,,0.9,41773,,2014,Kepler CCD Array,0
2191,Kepler-373,b,Transit,5.535309,0.06,,,,,0.121,,1,0,1,,14.514,Kepler-band,5787,0.87,0.84,41773,,2014,Kepler CCD Array,0
1886,Kepler-262,b,Transit,13.060855,0.108,,,,,0.121,,1,0,1,,14.246,Kepler-band,5841,,0.88,41773,,2014,Kepler CCD Array,0
2188,Kepler-372,b,Transit,6.849692,0.075,,,,,0.121,,1,0,1,,14.881,Kepler-band,6509,1.15,1.14,41773,,2014,Kepler CCD Array,0
2079,Kepler-330,b,Transit,8.25978,0.075,,,,,0.12,,1,0,1,,15.261,Kepler-band,5117,0.78,0.72,41773,,2014,Kepler CCD Array,0
1676,Kepler-191,b,Transit,9.939632,0.087,,,,,0.12,,1,0,1,,14.808,Kepler-band,5282,0.85,0.79,41773,,2014,Kepler CCD Array,0
1946,Kepler-285,b,Transit,2.633867,0.036,,,,,0.12,,1,0,1,,15.173,Kepler-band,5411,0.85,0.81,41773,,2014,Kepler CCD Array,0
1997,Kepler-301,b,Transit,2.508553,0.036,,,,,0.12,,1,0,1,,14.271,Kepler-band,5815,0.91,0.9,41773,,2014,Kepler CCD Array,0
1998,Kepler-301,c,Transit,5.419026,0.06,,,,,0.12,,1,0,1,,14.271,Kepler-band,5815,0.91,0.9,41773,,2014,Kepler CCD Array,0
1333,Kepler-144,c,Transit,10.104665,0.094,,,,,0.12,,1,0,1,,11.992,Kepler-band,6075,1.03,1.24,41773,,2014,Kepler CCD Array,0
2323,Kepler-442,b,Transit,112.3053,0.409,0.04,89.94,,,0.12,,1,0,1,342,14.976,Kepler-band,4402,0.61,0.6,42010,,2015,Kepler CCD Array,0
1760,Kepler-220,e,Transit,45.902733,0.226,,,,,0.119,,1,0,1,,13.177,Kepler-band,4632,,0.67,41773,,2014,Kepler CCD Array,0
1852,Kepler-251,b,Transit,4.790936,0.053,,,,,0.119,,1,0,1,,15.223,Kepler-band,5526,0.91,0.89,41773,,2014,Kepler CCD Array,0
1950,Kepler-286,d,Transit,5.914323,0.061,,,,,0.119,,1,0,1,,15.587,Kepler-band,5580,,0.86,41773,,2014,Kepler CCD Array,0
1332,Kepler-144,b,Transit,5.885273,0.066,,,,,0.119,,1,0,1,,11.992,Kepler-band,6075,1.03,1.24,41773,,2014,Kepler CCD Array,0
2128,Kepler-348,c,Transit,17.265427,0.138,,,,,0.119,,1,0,1,,12.556,Kepler-band,6177,1.15,1.36,41773,,2014,Kepler CCD Array,0
2235,Kepler-393,c,Transit,14.613612,0.124,,,,,0.119,,1,0,1,,13.223,Kepler-band,6189,1.32,1.38,41773,,2014,Kepler CCD Array,0
2087,Kepler-333,b,Transit,12.551158,0.087,,,,,0.118,,1,0,1,,14.731,Kepler-band,4259,0.54,0.53,41773,,2014,Kepler CCD Array,0
2239,Kepler-395,c,Transit,34.989262,0.177,,,,,0.118,,1,0,1,,15.987,Kepler-band,4262,0.53,0.56,41773,,2014,Kepler CCD Array,0
2213,Kepler-383,b,Transit,12.904532,0.095,,,,,0.118,,1,0,1,,15.07,Kepler-band,4710,0.67,0.67,41773,,2014,Kepler CCD Array,0
1966,Kepler-292,b,Transit,2.580827,0.035,,,,,0.118,,1,0,1,,15.956,Kepler-band,5299,0.88,0.83,41773,,2014,Kepler CCD Array,0
2211,Kepler-382,b,Transit,5.262155,0.055,,,,,0.118,,1,0,1,,14.623,Kepler-band,5600,0.8,0.94,41773,,2014,Kepler CCD Array,0
1988,Kepler-299,b,Transit,2.927128,0.04,,,,,0.118,,1,0,1,,15.017,Kepler-band,5617,0.97,1.03,41773,,2014,Kepler CCD Array,0
1502,Kepler-157,b,Transit,1.732342,0.028,,,,,0.118,,1,0,1,,14.002,Kepler-band,5774,,1.04,41773,,2014,Kepler CCD Array,0
2569,Kepler-62,b,Transit,5.714932,0.0553,,89.2,0.03,Mass,0.117,,1,0,1,368,13.725,Kepler-band,4925,0.69,0.64,41773,750,2013,Kepler CCD Array,0
735,KOI-351,b,Transit,7.008151,0.074,,89.4,,,0.117,,1,0,1,780,13.804,Kepler-band,6080,1.2,1.2,41773,,2013,Kepler CCD Array,0
2143,Kepler-354,c,Transit,16.934402,0.115,,,,,0.117,,1,0,1,,15.549,Kepler-band,4648,0.65,0.67,41773,,2014,Kepler CCD Array,0
2195,Kepler-374,d,Transit,5.028219,0.056,,,,,0.117,,1,0,1,,14.686,Kepler-band,5977,0.84,0.91,41773,,2014,Kepler CCD Array,0
2174,Kepler-367,b,Transit,37.815724,0.201,,,,,0.116,,1,0,1,,12.879,Kepler-band,4710,0.75,0.69,41773,,2014,Kepler CCD Array,0
1734,Kepler-211,c,Transit,6.04045,0.062,,,,,0.115,,1,0,1,,13.283,Kepler-band,5123,0.97,0.82,41773,,2014,Kepler CCD Array,0
1627,Kepler-173,b,Transit,4.263742,0.048,,,,,0.115,,1,0,1,,14.209,Kepler-band,6031,0.78,0.95,41773,,2014,Kepler CCD Array,0
2029,Kepler-312,b,Transit,1.772419,0.031,,,,,0.115,,1,0,1,,12.949,Kepler-band,6115,1.23,1.47,41773,,2014,Kepler CCD Array,0
2234,Kepler-393,b,Transit,9.182417,0.091,,,,,0.115,,1,0,1,,13.223,Kepler-band,6189,1.32,1.38,41773,,2014,Kepler CCD Array,0
1803,Kepler-235,c,Transit,7.824904,0.065,,,,,0.114,,1,0,1,,15.954,Kepler-band,4255,0.59,0.55,41773,,2014,Kepler CCD Array,0
1174,Kepler-132,c,Transit,6.414914,0.068,,,,,0.114,,1,0,1,,11.818,Kepler-band,6003,,1.18,41773,,2014,Kepler CCD Array,0
1664,Kepler-186,e,Transit,22.407704,0.11,,,,,0.113,,1,0,1,172,14.625,Kepler-band,3755,0.54,0.52,41773,,2014,Kepler CCD Array,0
1650,Kepler-181,b,Transit,3.137873,0.04,,,,,0.113,,1,0,1,,14.707,Kepler-band,5333,,0.75,41773,,2014,Kepler CCD Array,0
2865,Kepler-85,e,Transit,25.216751,0.163,,,,,0.113,,1,0,1,,14.779,Kepler-band,5436,0.92,0.89,41773,,2014,Kepler CCD Array,0
2264,Kepler-404,b,Transit,11.829851,0.102,,,,,0.113,,1,0,1,,15.228,Kepler-band,5654,,0.88,41773,,2014,Kepler CCD Array,0
2208,Kepler-380,c,Transit,7.630004,0.078,,,,,0.113,,1,0,1,,13.652,Kepler-band,6045,1.05,1.22,41773,,2014,Kepler CCD Array,0
765,Kepler-101,c,Transit,6.02976,0.0684,0,84.6,0.01,Mass,0.112,10.5,1,0,1,,13.8,V (Johnson),5667,1.17,1.56,41907,1413,2014,Kepler CCD Array,0
1662,Kepler-186,c,Transit,7.267302,0.0451,,,,,0.112,,1,0,1,172,14.625,Kepler-band,3755,0.54,0.52,41773,,2014,Kepler CCD Array,0
942,Kepler-114,b,Transit,5.188549,0.053,,,,,0.112,,1,0,1,,13.738,Kepler-band,4605,0.56,0.67,41773,,2014,Kepler CCD Array,0
1614,Kepler-169,d,Transit,8.348125,0.075,,,,,0.112,,1,0,1,,14.194,Kepler-band,4997,0.86,0.76,41773,,2014,Kepler CCD Array,0
1733,Kepler-211,b,Transit,4.138575,0.048,,,,,0.112,,1,0,1,,13.283,Kepler-band,5123,0.97,0.82,41773,,2014,Kepler CCD Array,0
1409,Kepler-150,b,Transit,3.428054,0.044,,,,,0.112,,1,0,1,,14.985,Kepler-band,5560,,0.94,41773,,2014,Kepler CCD Array,0
1564,Kepler-162,b,Transit,6.919798,0.069,,,,,0.112,,1,0,1,,14.248,Kepler-band,5816,,0.96,41773,,2014,Kepler CCD Array,0
1202,Kepler-134,c,Transit,10.105785,0.092,,,,,0.112,,1,0,1,,12.324,Kepler-band,5983,,1.18,41773,,2014,Kepler CCD Array,0
2261,Kepler-403,b,Transit,7.031462,0.076,,,,,0.112,,1,0,1,,12.805,Kepler-band,6090,,1.33,41773,,2014,Kepler CCD Array,0
2144,Kepler-354,d,Transit,24.209842,0.146,,,,,0.111,,1,0,1,,15.549,Kepler-band,4648,0.65,0.67,41773,,2014,Kepler CCD Array,0
2214,Kepler-383,c,Transit,31.200751,0.172,,,,,0.111,,1,0,1,,15.07,Kepler-band,4710,0.67,0.67,41773,,2014,Kepler CCD Array,0
2139,Kepler-352,c,Transit,16.332995,0.118,,,,,0.111,,1,0,1,,12.957,Kepler-band,5212,0.79,0.78,41773,,2014,Kepler CCD Array,0
1948,Kepler-286,b,Transit,1.796302,0.027,,,,,0.111,,1,0,1,,15.587,Kepler-band,5580,,0.86,41773,,2014,Kepler CCD Array,0
2192,Kepler-373,c,Transit,16.725948,0.126,,,,,0.111,,1,0,1,,14.514,Kepler-band,5787,0.87,0.84,41773,,2014,Kepler CCD Array,0
1856,Kepler-252,b,Transit,6.668391,0.058,,,,,0.11,,1,0,1,,15.058,Kepler-band,4208,0.52,0.55,41773,,2014,Kepler CCD Array,0
1692,Kepler-197,c,Transit,10.349695,0.09,,,,,0.11,,1,0,1,,11.811,Kepler-band,6004,,1.12,41773,,2014,Kepler CCD Array,0
1780,Kepler-226,d,Transit,8.109044,0.076,,,,,0.109,,1,0,1,,15.416,Kepler-band,5571,0.86,0.8,41773,,2014,Kepler CCD Array,0
1975,Kepler-295,b,Transit,12.645164,0.099,,,,,0.109,,1,0,1,,14.447,Kepler-band,5603,,0.9,41773,,2014,Kepler CCD Array,0
1693,Kepler-197,d,Transit,15.677563,0.119,,,,,0.109,,1,0,1,,11.811,Kepler-band,6004,,1.12,41773,,2014,Kepler CCD Array,0
2257,Kepler-402,b,Transit,4.028751,0.051,,,,,0.109,,1,0,1,,13.268,Kepler-band,6090,,1.26,41773,,2014,Kepler CCD Array,0
2808,Kepler-81,d,Transit,20.837846,0.128,,,,,0.108,,1,0,1,,15.019,Kepler-band,4500,0.64,0.59,41773,,2014,Kepler CCD Array,0
1613,Kepler-169,c,Transit,6.195469,0.062,,,,,0.108,,1,0,1,,14.194,Kepler-band,4997,0.86,0.76,41773,,2014,Kepler CCD Array,0
2066,Kepler-326,d,Transit,6.766888,0.066,,,,,0.108,,1,0,1,,13.693,Kepler-band,5105,0.98,0.8,41773,,2014,Kepler CCD Array,0
1670,Kepler-189,b,Transit,10.399931,0.088,,,,,0.108,,1,0,1,,14.859,Kepler-band,5235,0.79,0.75,41773,,2014,Kepler CCD Array,0
1173,Kepler-132,b,Transit,6.178196,0.067,,,,,0.108,,1,0,1,,11.818,Kepler-band,6003,,1.18,41773,,2014,Kepler CCD Array,0
1776,Kepler-225,b,Transit,6.738975,0.056,,,,,0.107,,1,0,1,,15.962,Kepler-band,3682,,0.48,41773,,2014,Kepler CCD Array,0
2122,Kepler-345,c,Transit,9.387427,0.077,,,,,0.107,,1,0,1,,14.028,Kepler-band,4504,0.59,0.62,41773,,2014,Kepler CCD Array,0
2175,Kepler-367,c,Transit,53.578637,0.253,,,,,0.107,,1,0,1,,12.879,Kepler-band,4710,0.75,0.69,41773,,2014,Kepler CCD Array,0
2864,Kepler-85,d,Transit,17.91323,0.13,,,,,0.107,,1,0,1,,14.779,Kepler-band,5436,0.92,0.89,41773,,2014,Kepler CCD Array,0
1939,Kepler-282,c,Transit,13.638723,0.106,,,,,0.107,,1,0,1,,15.204,Kepler-band,5602,0.97,0.9,41773,,2014,Kepler CCD Array,0
1718,Kepler-206,b,Transit,7.781987,0.078,,,,,0.107,,1,0,1,,13.484,Kepler-band,5764,0.94,1.19,41773,,2014,Kepler CCD Array,0
1726,Kepler-208,d,Transit,11.131786,0.103,,,,,0.107,,1,0,1,,13.749,Kepler-band,6092,1.03,1.31,41773,,2014,Kepler CCD Array,0
1608,Kepler-167,d,Transit,21.803855,0.1405,0.12,89.352,,,0.107,,1,0,1,330,14.023,Kepler-band,4890,0.77,0.73,42439,536,2016,Kepler CCD Array,0
736,KOI-351,c,Transit,8.719375,0.089,,89.68,,,0.106,,1,0,1,780,13.804,Kepler-band,6080,1.2,1.2,41773,,2013,Kepler CCD Array,0
1720,Kepler-206,d,Transit,23.44281,0.163,,,,,0.106,,1,0,1,,13.484,Kepler-band,5764,0.94,1.19,41773,,2014,Kepler CCD Array,0
2024,Kepler-310,b,Transit,13.930698,0.111,,,,,0.106,,1,0,1,,14.279,Kepler-band,5797,0.85,0.88,41773,,2014,Kepler CCD Array,0
2207,Kepler-380,b,Transit,3.930821,0.05,,,,,0.106,,1,0,1,,13.652,Kepler-band,6045,1.05,1.22,41773,,2014,Kepler CCD Array,0
2086,Kepler-332,d,Transit,34.21154,0.189,,,,,0.105,,1,0,1,,14.017,Kepler-band,4955,0.8,0.72,41773,,2014,Kepler CCD Array,0
2109,Kepler-341,b,Transit,5.195528,0.06,,,,,0.105,,1,0,1,,14.601,Kepler-band,6012,0.94,1.02,41773,,2014,Kepler CCD Array,0
1665,Kepler-186,f,Transit,129.9441,0.432,0.04,89.96,,,0.104,,1,0,1,172,14.625,Kepler-band,3755,0.54,0.52,42018,,2014,Kepler CCD Array,0
2084,Kepler-332,b,Transit,7.626324,0.07,,,,,0.104,,1,0,1,,14.017,Kepler-band,4955,0.8,0.72,41773,,2014,Kepler CCD Array,0
1659,Kepler-185,b,Transit,1.6329,0.026,,,,,0.104,,1,0,1,,14.458,Kepler-band,5208,0.79,0.81,41773,,2014,Kepler CCD Array,0
1976,Kepler-295,c,Transit,21.526258,0.142,,,,,0.104,,1,0,1,,14.447,Kepler-band,5603,,0.9,41773,,2014,Kepler CCD Array,0
2105,Kepler-339,d,Transit,10.558345,0.091,,,,,0.104,,1,0,1,,14.531,Kepler-band,5631,0.84,0.8,41773,,2014,Kepler CCD Array,0
2038,Kepler-316,c,Transit,6.827766,0.058,,,,,0.103,,1,0,1,,15.224,Kepler-band,4204,0.53,0.52,41773,,2014,Kepler CCD Array,0
2165,Kepler-363,b,Transit,3.614568,0.048,,,,,0.103,,1,0,1,,13.353,Kepler-band,5593,1.23,1.49,41773,,2014,Kepler CCD Array,0
2104,Kepler-339,c,Transit,6.988055,0.069,,,,,0.103,,1,0,1,,14.531,Kepler-band,5631,0.84,0.8,41773,,2014,Kepler CCD Array,0
1214,Kepler-135,c,Transit,11.448708,0.103,,,,,0.103,,1,0,1,,12.73,Kepler-band,6090,,1.27,41773,,2014,Kepler CCD Array,0
2003,Kepler-303,c,Transit,7.061149,0.057,,,,,0.102,,1,0,1,,14.39,Kepler-band,3944,0.59,0.48,41773,,2014,Kepler CCD Array,0
2059,Kepler-324,b,Transit,4.385315,0.05,,,,,0.102,,1,0,1,,14.122,Kepler-band,5194,0.86,0.84,41773,,2014,Kepler CCD Array,0
2051,Kepler-320,b,Transit,8.371554,0.085,,,,,0.102,,1,0,1,,13.474,Kepler-band,6435,,1.11,41773,,2014,Kepler CCD Array,0
2178,Kepler-369,b,Transit,2.732756,0.03,,,,,0.101,,1,0,1,,15.673,Kepler-band,3591,0.54,0.47,41773,,2014,Kepler CCD Array,0
